CellCenters:0,CellCenters:1,CellCenters:2
2.05,0.5,258.06
1.95,0.5,258.05
1.95,0.5,258
1.95,0.5,257.95
1.95,0.5,257.9
1.95,0.5,257.85
1.95,0.5,257.8
1.95,0.5,257.75
1.95,0.5,257.7
1.95,0.5,257.65
1.95,0.5,257.6
1.95,0.5,257.55
1.95,0.5,257.5
1.95,0.5,257.45
1.95,0.5,257.4
1.95,0.5,257.35
1.95,0.5,257.3
1.95,0.5,257.25
1.95,0.5,257.2
1.95,0.5,257.15
1.95,0.5,257.1
1.95,0.5,257.05
1.95,0.5,257
1.95,0.5,256.95
1.95,0.5,256.77
1.95,0.5,256.22
1.95,0.5,255.17
1.95,0.5,253.62
1.95,0.5,251.57
1.95,0.5,249.02
1.95,0.5,245.97
1.95,0.5,242.42
2.05,0.5,258.01
2.05,0.5,257.96
2.05,0.5,257.91
2.05,0.5,257.86
2.05,0.5,257.81
2.05,0.5,257.76
2.05,0.5,257.71
2.05,0.5,257.66
2.05,0.5,257.61
2.05,0.5,257.56
2.05,0.5,257.51
2.05,0.5,257.46
2.05,0.5,257.41
2.05,0.5,257.36
2.05,0.5,257.31
2.05,0.5,257.26
2.05,0.5,257.21
2.05,0.5,257.16
2.05,0.5,257.11
2.05,0.5,257.06
2.05,0.5,257.01
2.05,0.5,256.83
2.05,0.5,256.28
2.05,0.5,255.23
2.05,0.5,253.68
2.05,0.5,251.63
2.05,0.5,249.08
2.05,0.5,246.03
2.05,0.5,242.48
2.15,0.5,259.49
2.15,0.5,259.44
2.15,0.5,259.39
2.15,0.5,259.34
2.15,0.5,259.29
2.15,0.5,259.24
2.15,0.5,259.19
2.15,0.5,259.14
2.15,0.5,259.09
2.15,0.5,259.04
2.15,0.5,258.99
2.15,0.5,258.94
2.15,0.5,258.89
2.15,0.5,258.84
2.15,0.5,258.79
2.15,0.5,258.74
2.15,0.5,258.69
2.15,0.5,258.64
2.15,0.5,258.59
2.15,0.5,258.54
2.15,0.5,258.49
2.15,0.5,258.44
2.15,0.5,258.39
2.15,0.5,258.34
2.15,0.5,258.29
2.15,0.5,258.24
2.15,0.5,258.19
2.15,0.5,258.14
2.15,0.5,258.09
2.15,0.5,258.04
2.25,0.5,259.52
2.25,0.5,259.47
2.25,0.5,259.42
2.25,0.5,259.37
2.25,0.5,259.32
2.25,0.5,259.27
2.25,0.5,259.22
2.25,0.5,259.17
2.25,0.5,259.12
2.25,0.5,259.07
2.25,0.5,259.02
2.25,0.5,258.97
2.25,0.5,258.92
2.25,0.5,258.87
2.25,0.5,258.82
2.25,0.5,258.77
2.25,0.5,258.72
2.25,0.5,258.67
2.25,0.5,258.62
2.25,0.5,258.57
2.25,0.5,258.52
2.25,0.5,258.47
2.25,0.5,258.42
2.25,0.5,258.37
2.25,0.5,258.32
2.25,0.5,258.27
2.25,0.5,258.22
2.25,0.5,258.17
2.25,0.5,258.12
2.25,0.5,258.07
2.25,0.5,258.02
2.15,0.5,257.99
2.15,0.5,257.94
2.15,0.5,257.89
2.15,0.5,257.84
2.15,0.5,257.79
2.15,0.5,257.74
2.15,0.5,257.69
2.15,0.5,257.64
2.15,0.5,257.59
2.15,0.5,257.54
2.15,0.5,257.49
2.15,0.5,257.44
2.15,0.5,257.39
2.15,0.5,257.34
2.15,0.5,257.29
2.15,0.5,257.24
2.15,0.5,257.19
2.15,0.5,257.14
2.15,0.5,257.09
2.15,0.5,257.04
2.15,0.5,256.86
2.15,0.5,256.31
2.15,0.5,255.26
2.15,0.5,253.71
2.15,0.5,251.66
2.15,0.5,249.11
2.15,0.5,246.06
2.15,0.5,242.51
2.25,0.5,257.97
2.25,0.5,257.92
2.25,0.5,257.87
2.25,0.5,257.82
2.25,0.5,257.77
2.25,0.5,257.72
2.25,0.5,257.67
2.25,0.5,257.62
2.25,0.5,257.57
2.25,0.5,257.52
2.25,0.5,257.47
2.25,0.5,257.42
2.25,0.5,257.37
2.25,0.5,257.32
2.25,0.5,257.27
2.25,0.5,257.22
2.25,0.5,257.17
2.25,0.5,257.12
2.25,0.5,257.07
2.25,0.5,256.89
2.25,0.5,256.34
2.25,0.5,255.29
2.25,0.5,253.74
2.25,0.5,251.69
2.25,0.5,249.14
2.25,0.5,246.09
2.25,0.5,242.54
2.35,0.5,259.55
2.35,0.5,259.5
2.35,0.5,259.45
2.35,0.5,259.4
2.35,0.5,259.35
2.35,0.5,259.3
2.35,0.5,259.25
2.35,0.5,259.2
2.35,0.5,259.15
2.35,0.5,259.1
2.35,0.5,259.05
2.35,0.5,259
2.35,0.5,258.95
2.35,0.5,258.9
2.35,0.5,258.85
2.35,0.5,258.8
2.35,0.5,258.75
2.35,0.5,258.7
2.35,0.5,258.65
2.35,0.5,258.6
2.35,0.5,258.55
2.35,0.5,258.5
2.35,0.5,258.45
2.35,0.5,258.4
2.35,0.5,258.35
2.35,0.5,258.3
2.35,0.5,258.25
2.35,0.5,258.2
2.35,0.5,258.15
2.35,0.5,258.1
2.35,0.5,258.05
2.45,0.5,259.58
2.45,0.5,259.53
2.45,0.5,259.48
2.45,0.5,259.43
2.45,0.5,259.38
2.45,0.5,259.33
2.45,0.5,259.28
2.45,0.5,259.23
2.45,0.5,259.18
2.45,0.5,259.13
2.45,0.5,259.08
2.45,0.5,259.03
2.45,0.5,258.98
2.45,0.5,258.93
2.45,0.5,258.88
2.45,0.5,258.83
2.45,0.5,258.78
2.45,0.5,258.73
2.45,0.5,258.68
2.45,0.5,258.63
2.45,0.5,258.58
2.45,0.5,258.53
2.45,0.5,258.48
2.45,0.5,258.43
2.45,0.5,258.38
2.45,0.5,258.33
2.45,0.5,258.28
2.45,0.5,258.23
2.45,0.5,258.18
2.45,0.5,258.13
2.45,0.5,258.08
2.45,0.5,258.03
2.35,0.5,258
2.35,0.5,257.95
2.35,0.5,257.9
2.35,0.5,257.85
2.35,0.5,257.8
2.35,0.5,257.75
2.35,0.5,257.7
2.35,0.5,257.65
2.35,0.5,257.6
2.35,0.5,257.55
2.35,0.5,257.5
2.35,0.5,257.45
2.35,0.5,257.4
2.35,0.5,257.35
2.35,0.5,257.3
2.35,0.5,257.25
2.35,0.5,257.2
2.35,0.5,257.15
2.35,0.5,257.1
2.35,0.5,256.92
2.35,0.5,256.37
2.35,0.5,255.32
2.35,0.5,253.77
2.35,0.5,251.72
2.35,0.5,249.17
2.35,0.5,246.12
2.35,0.5,242.57
2.45,0.5,257.98
2.45,0.5,257.93
2.45,0.5,257.88
2.45,0.5,257.83
2.45,0.5,257.78
2.45,0.5,257.73
2.45,0.5,257.68
2.45,0.5,257.63
2.45,0.5,257.58
2.45,0.5,257.53
2.45,0.5,257.48
2.45,0.5,257.43
2.45,0.5,257.38
2.45,0.5,257.33
2.45,0.5,257.28
2.45,0.5,257.23
2.45,0.5,257.18
2.45,0.5,257.13
2.45,0.5,256.95
2.45,0.5,256.4
2.45,0.5,255.35
2.45,0.5,253.8
2.45,0.5,251.75
2.45,0.5,249.2
2.45,0.5,246.15
2.45,0.5,242.6
2.55,0.5,259.61
2.55,0.5,259.56
2.55,0.5,259.51
2.55,0.5,259.46
2.55,0.5,259.41
2.55,0.5,259.36
2.55,0.5,259.31
2.55,0.5,259.26
2.55,0.5,259.21
2.55,0.5,259.16
2.55,0.5,259.11
2.55,0.5,259.06
2.55,0.5,259.01
2.55,0.5,258.96
2.55,0.5,258.91
2.55,0.5,258.86
2.55,0.5,258.81
2.55,0.5,258.76
2.55,0.5,258.71
2.55,0.5,258.66
2.55,0.5,258.61
2.55,0.5,258.56
2.55,0.5,258.51
2.55,0.5,258.46
2.55,0.5,258.41
2.55,0.5,258.36
2.55,0.5,258.31
2.55,0.5,258.26
2.55,0.5,258.21
2.55,0.5,258.16
2.55,0.5,258.11
2.55,0.5,258.06
2.65,0.5,259.64
2.65,0.5,259.59
2.65,0.5,259.54
2.65,0.5,259.49
2.65,0.5,259.44
2.65,0.5,259.39
2.65,0.5,259.34
2.65,0.5,259.29
2.65,0.5,259.24
2.65,0.5,259.19
2.65,0.5,259.14
2.65,0.5,259.09
2.65,0.5,259.04
2.65,0.5,258.99
2.65,0.5,258.94
2.65,0.5,258.89
2.65,0.5,258.84
2.65,0.5,258.79
2.65,0.5,258.74
2.65,0.5,258.69
2.65,0.5,258.64
2.65,0.5,258.59
2.65,0.5,258.54
2.65,0.5,258.49
2.65,0.5,258.44
2.65,0.5,258.39
2.65,0.5,258.34
2.65,0.5,258.29
2.65,0.5,258.24
2.65,0.5,258.19
2.65,0.5,258.14
2.65,0.5,258.09
2.65,0.5,258.04
2.55,0.5,258.01
2.55,0.5,257.96
2.55,0.5,257.91
2.55,0.5,257.86
2.55,0.5,257.81
2.55,0.5,257.76
2.55,0.5,257.71
2.55,0.5,257.66
2.55,0.5,257.61
2.55,0.5,257.56
2.55,0.5,257.51
2.55,0.5,257.46
2.55,0.5,257.41
2.55,0.5,257.36
2.55,0.5,257.31
2.55,0.5,257.26
2.55,0.5,257.21
2.55,0.5,257.16
2.55,0.5,256.98
2.55,0.5,256.43
2.55,0.5,255.38
2.55,0.5,253.83
2.55,0.5,251.78
2.55,0.5,249.23
2.55,0.5,246.18
2.55,0.5,242.63
2.65,0.5,257.99
2.65,0.5,257.94
2.65,0.5,257.89
2.65,0.5,257.84
2.65,0.5,257.79
2.65,0.5,257.74
2.65,0.5,257.69
2.65,0.5,257.64
2.65,0.5,257.59
2.65,0.5,257.54
2.65,0.5,257.49
2.65,0.5,257.44
2.65,0.5,257.39
2.65,0.5,257.34
2.65,0.5,257.29
2.65,0.5,257.24
2.65,0.5,257.19
2.65,0.5,257.01
2.65,0.5,256.46
2.65,0.5,255.41
2.65,0.5,253.86
2.65,0.5,251.81
2.65,0.5,249.26
2.65,0.5,246.21
2.65,0.5,242.66
2.75,0.5,259.67
2.75,0.5,259.62
2.75,0.5,259.57
2.75,0.5,259.52
2.75,0.5,259.47
2.75,0.5,259.42
2.75,0.5,259.37
2.75,0.5,259.32
2.75,0.5,259.27
2.75,0.5,259.22
2.75,0.5,259.17
2.75,0.5,259.12
2.75,0.5,259.07
2.75,0.5,259.02
2.75,0.5,258.97
2.75,0.5,258.92
2.75,0.5,258.87
2.75,0.5,258.82
2.75,0.5,258.77
2.75,0.5,258.72
2.75,0.5,258.67
2.75,0.5,258.62
2.75,0.5,258.57
2.75,0.5,258.52
2.75,0.5,258.47
2.75,0.5,258.42
2.75,0.5,258.37
2.75,0.5,258.32
2.75,0.5,258.27
2.75,0.5,258.22
2.75,0.5,258.17
2.75,0.5,258.12
2.75,0.5,258.07
2.75,0.5,258.02
2.85,0.5,259.7
2.85,0.5,259.65
2.85,0.5,259.6
2.85,0.5,259.55
2.85,0.5,259.5
2.85,0.5,259.45
2.85,0.5,259.4
2.85,0.5,259.35
2.85,0.5,259.3
2.85,0.5,259.25
2.85,0.5,259.2
2.85,0.5,259.15
2.85,0.5,259.1
2.85,0.5,259.05
2.85,0.5,259
2.85,0.5,258.95
2.85,0.5,258.9
2.85,0.5,258.85
2.85,0.5,258.8
2.85,0.5,258.75
2.85,0.5,258.7
2.85,0.5,258.65
2.85,0.5,258.6
2.85,0.5,258.55
2.85,0.5,258.5
2.85,0.5,258.45
2.85,0.5,258.4
2.85,0.5,258.35
2.85,0.5,258.3
2.85,0.5,258.25
2.85,0.5,258.2
2.85,0.5,258.15
2.85,0.5,258.1
2.85,0.5,258.05
2.75,0.5,257.97
2.75,0.5,257.92
2.75,0.5,257.87
2.75,0.5,257.82
2.75,0.5,257.77
2.75,0.5,257.72
2.75,0.5,257.67
2.75,0.5,257.62
2.75,0.5,257.57
2.75,0.5,257.52
2.75,0.5,257.47
2.75,0.5,257.42
2.75,0.5,257.37
2.75,0.5,257.32
2.75,0.5,257.27
2.75,0.5,257.22
2.75,0.5,257.04
2.75,0.5,256.49
2.75,0.5,255.44
2.75,0.5,253.89
2.75,0.5,251.84
2.75,0.5,249.29
2.75,0.5,246.24
2.75,0.5,242.69
2.85,0.5,258
2.85,0.5,257.95
2.85,0.5,257.9
2.85,0.5,257.85
2.85,0.5,257.8
2.85,0.5,257.75
2.85,0.5,257.7
2.85,0.5,257.65
2.85,0.5,257.6
2.85,0.5,257.55
2.85,0.5,257.5
2.85,0.5,257.45
2.85,0.5,257.4
2.85,0.5,257.35
2.85,0.5,257.3
2.85,0.5,257.25
2.85,0.5,257.07
2.85,0.5,256.52
2.85,0.5,255.47
2.85,0.5,253.92
2.85,0.5,251.87
2.85,0.5,249.32
2.85,0.5,246.27
2.85,0.5,242.72
2.95,0.5,259.73
2.95,0.5,259.68
2.95,0.5,259.63
2.95,0.5,259.58
2.95,0.5,259.53
2.95,0.5,259.48
2.95,0.5,259.43
2.95,0.5,259.38
2.95,0.5,259.33
2.95,0.5,259.28
2.95,0.5,259.23
2.95,0.5,259.18
2.95,0.5,259.13
2.95,0.5,259.08
2.95,0.5,259.03
2.95,0.5,258.98
2.95,0.5,258.93
2.95,0.5,258.88
2.95,0.5,258.83
2.95,0.5,258.78
2.95,0.5,258.73
2.95,0.5,258.68
2.95,0.5,258.63
2.95,0.5,258.58
2.95,0.5,258.53
2.95,0.5,258.48
2.95,0.5,258.43
2.95,0.5,258.38
2.95,0.5,258.33
2.95,0.5,258.28
2.95,0.5,258.23
2.95,0.5,258.18
2.95,0.5,258.13
2.95,0.5,258.08
2.95,0.5,258.03
3.05,0.5,259.76
3.05,0.5,259.71
3.05,0.5,259.66
3.05,0.5,259.61
3.05,0.5,259.56
3.05,0.5,259.51
3.05,0.5,259.46
3.05,0.5,259.41
3.05,0.5,259.36
3.05,0.5,259.31
3.05,0.5,259.26
3.05,0.5,259.21
3.05,0.5,259.16
3.05,0.5,259.11
3.05,0.5,259.06
3.05,0.5,259.01
3.05,0.5,258.96
3.05,0.5,258.91
3.05,0.5,258.86
3.05,0.5,258.81
3.05,0.5,258.76
3.05,0.5,258.71
3.05,0.5,258.66
3.05,0.5,258.61
3.05,0.5,258.56
3.05,0.5,258.51
3.05,0.5,258.46
3.05,0.5,258.41
3.05,0.5,258.36
3.05,0.5,258.31
3.05,0.5,258.26
3.05,0.5,258.21
3.05,0.5,258.16
3.05,0.5,258.11
3.05,0.5,258.06
2.95,0.5,257.98
2.95,0.5,257.93
2.95,0.5,257.88
2.95,0.5,257.83
2.95,0.5,257.78
2.95,0.5,257.73
2.95,0.5,257.68
2.95,0.5,257.63
2.95,0.5,257.58
2.95,0.5,257.53
2.95,0.5,257.48
2.95,0.5,257.43
2.95,0.5,257.38
2.95,0.5,257.33
2.95,0.5,257.28
2.95,0.5,257.1
2.95,0.5,256.55
2.95,0.5,255.5
2.95,0.5,253.95
2.95,0.5,251.9
2.95,0.5,249.35
2.95,0.5,246.3
2.95,0.5,242.75
3.05,0.5,258.01
3.05,0.5,257.96
3.05,0.5,257.91
3.05,0.5,257.86
3.05,0.5,257.81
3.05,0.5,257.76
3.05,0.5,257.71
3.05,0.5,257.66
3.05,0.5,257.61
3.05,0.5,257.56
3.05,0.5,257.51
3.05,0.5,257.46
3.05,0.5,257.41
3.05,0.5,257.36
3.05,0.5,257.31
3.05,0.5,257.14
3.05,0.5,256.59
3.05,0.5,255.54
3.05,0.5,253.99
3.05,0.5,251.94
3.05,0.5,249.39
3.05,0.5,246.34
3.05,0.5,242.79
3.15,0.5,259.8
3.15,0.5,259.75
3.15,0.5,259.7
3.15,0.5,259.65
3.15,0.5,259.6
3.15,0.5,259.55
3.15,0.5,259.5
3.15,0.5,259.45
3.15,0.5,259.4
3.15,0.5,259.35
3.15,0.5,259.3
3.15,0.5,259.25
3.15,0.5,259.2
3.15,0.5,259.15
3.15,0.5,259.1
3.15,0.5,259.05
3.15,0.5,259
3.15,0.5,258.95
3.15,0.5,258.9
3.15,0.5,258.85
3.15,0.5,258.8
3.15,0.5,258.75
3.15,0.5,258.7
3.15,0.5,258.65
3.15,0.5,258.6
3.15,0.5,258.55
3.15,0.5,258.5
3.15,0.5,258.45
3.15,0.5,258.4
3.15,0.5,258.35
3.15,0.5,258.3
3.15,0.5,258.25
3.15,0.5,258.2
3.15,0.5,258.15
3.15,0.5,258.1
3.15,0.5,258.05
3.25,0.5,259.84
3.25,0.5,259.79
3.25,0.5,259.74
3.25,0.5,259.69
3.25,0.5,259.64
3.25,0.5,259.59
3.25,0.5,259.54
3.25,0.5,259.49
3.25,0.5,259.44
3.25,0.5,259.39
3.25,0.5,259.34
3.25,0.5,259.29
3.25,0.5,259.24
3.25,0.5,259.19
3.25,0.5,259.14
3.25,0.5,259.09
3.25,0.5,259.04
3.25,0.5,258.99
3.25,0.5,258.94
3.25,0.5,258.89
3.25,0.5,258.84
3.25,0.5,258.79
3.25,0.5,258.74
3.25,0.5,258.69
3.25,0.5,258.64
3.25,0.5,258.59
3.25,0.5,258.54
3.25,0.5,258.49
3.25,0.5,258.44
3.25,0.5,258.39
3.25,0.5,258.34
3.25,0.5,258.29
3.25,0.5,258.24
3.25,0.5,258.19
3.25,0.5,258.14
3.25,0.5,258.09
3.25,0.5,258.04
3.15,0.5,258
3.15,0.5,257.95
3.15,0.5,257.9
3.15,0.5,257.85
3.15,0.5,257.8
3.15,0.5,257.75
3.15,0.5,257.7
3.15,0.5,257.65
3.15,0.5,257.6
3.15,0.5,257.55
3.15,0.5,257.5
3.15,0.5,257.45
3.15,0.5,257.4
3.15,0.5,257.35
3.15,0.5,257.18
3.15,0.5,256.63
3.15,0.5,255.58
3.15,0.5,254.03
3.15,0.5,251.98
3.15,0.5,249.43
3.15,0.5,246.38
3.15,0.5,242.83
3.25,0.5,257.99
3.25,0.5,257.94
3.25,0.5,257.89
3.25,0.5,257.84
3.25,0.5,257.79
3.25,0.5,257.74
3.25,0.5,257.69
3.25,0.5,257.64
3.25,0.5,257.59
3.25,0.5,257.54
3.25,0.5,257.49
3.25,0.5,257.44
3.25,0.5,257.39
3.25,0.5,257.22
3.25,0.5,256.67
3.25,0.5,255.62
3.25,0.5,254.07
3.25,0.5,252.02
3.25,0.5,249.47
3.25,0.5,246.42
3.25,0.5,242.87
3.35,0.5,259.88
3.35,0.5,259.83
3.35,0.5,259.78
3.35,0.5,259.73
3.35,0.5,259.68
3.35,0.5,259.63
3.35,0.5,259.58
3.35,0.5,259.53
3.35,0.5,259.48
3.35,0.5,259.43
3.35,0.5,259.38
3.35,0.5,259.33
3.35,0.5,259.28
3.35,0.5,259.23
3.35,0.5,259.18
3.35,0.5,259.13
3.35,0.5,259.08
3.35,0.5,259.03
3.35,0.5,258.98
3.35,0.5,258.93
3.35,0.5,258.88
3.35,0.5,258.83
3.35,0.5,258.78
3.35,0.5,258.73
3.35,0.5,258.68
3.35,0.5,258.63
3.35,0.5,258.58
3.35,0.5,258.53
3.35,0.5,258.48
3.35,0.5,258.43
3.35,0.5,258.38
3.35,0.5,258.33
3.35,0.5,258.28
3.35,0.5,258.23
3.35,0.5,258.18
3.35,0.5,258.13
3.35,0.5,258.08
3.35,0.5,258.03
3.45,0.5,259.92
3.45,0.5,259.87
3.45,0.5,259.82
3.45,0.5,259.77
3.45,0.5,259.72
3.45,0.5,259.67
3.45,0.5,259.62
3.45,0.5,259.57
3.45,0.5,259.52
3.45,0.5,259.47
3.45,0.5,259.42
3.45,0.5,259.37
3.45,0.5,259.32
3.45,0.5,259.27
3.45,0.5,259.22
3.45,0.5,259.17
3.45,0.5,259.12
3.45,0.5,259.07
3.45,0.5,259.02
3.45,0.5,258.97
3.45,0.5,258.92
3.45,0.5,258.87
3.45,0.5,258.82
3.45,0.5,258.77
3.45,0.5,258.72
3.45,0.5,258.67
3.45,0.5,258.62
3.45,0.5,258.57
3.45,0.5,258.52
3.45,0.5,258.47
3.45,0.5,258.42
3.45,0.5,258.37
3.45,0.5,258.32
3.45,0.5,258.27
3.45,0.5,258.22
3.45,0.5,258.17
3.45,0.5,258.12
3.45,0.5,258.07
3.35,0.5,257.98
3.35,0.5,257.93
3.35,0.5,257.88
3.35,0.5,257.83
3.35,0.5,257.78
3.35,0.5,257.73
3.35,0.5,257.68
3.35,0.5,257.63
3.35,0.5,257.58
3.35,0.5,257.53
3.35,0.5,257.48
3.35,0.5,257.43
3.35,0.5,257.25
3.35,0.5,256.7
3.35,0.5,255.65
3.35,0.5,254.1
3.35,0.5,252.05
3.35,0.5,249.5
3.35,0.5,246.45
3.35,0.5,242.9
3.45,0.5,258.02
3.45,0.5,257.97
3.45,0.5,257.92
3.45,0.5,257.87
3.45,0.5,257.82
3.45,0.5,257.77
3.45,0.5,257.72
3.45,0.5,257.67
3.45,0.5,257.62
3.45,0.5,257.57
3.45,0.5,257.52
3.45,0.5,257.47
3.45,0.5,257.29
3.45,0.5,256.74
3.45,0.5,255.69
3.45,0.5,254.14
3.45,0.5,252.09
3.45,0.5,249.54
3.45,0.5,246.49
3.45,0.5,242.94
3.55,0.5,259.96
3.55,0.5,259.91
3.55,0.5,259.86
3.55,0.5,259.81
3.55,0.5,259.76
3.55,0.5,259.71
3.55,0.5,259.66
3.55,0.5,259.61
3.55,0.5,259.56
3.55,0.5,259.51
3.55,0.5,259.46
3.55,0.5,259.41
3.55,0.5,259.36
3.55,0.5,259.31
3.55,0.5,259.26
3.55,0.5,259.21
3.55,0.5,259.16
3.55,0.5,259.11
3.55,0.5,259.06
3.55,0.5,259.01
3.55,0.5,258.96
3.55,0.5,258.91
3.55,0.5,258.86
3.55,0.5,258.81
3.55,0.5,258.76
3.55,0.5,258.71
3.55,0.5,258.66
3.55,0.5,258.61
3.55,0.5,258.56
3.55,0.5,258.51
3.55,0.5,258.46
3.55,0.5,258.41
3.55,0.5,258.36
3.55,0.5,258.31
3.55,0.5,258.26
3.55,0.5,258.21
3.55,0.5,258.16
3.55,0.5,258.11
3.55,0.5,258.06
3.65,0.5,260
3.65,0.5,259.95
3.65,0.5,259.9
3.65,0.5,259.85
3.65,0.5,259.8
3.65,0.5,259.75
3.65,0.5,259.7
3.65,0.5,259.65
3.65,0.5,259.6
3.65,0.5,259.55
3.65,0.5,259.5
3.65,0.5,259.45
3.65,0.5,259.4
3.65,0.5,259.35
3.65,0.5,259.3
3.65,0.5,259.25
3.65,0.5,259.2
3.65,0.5,259.15
3.65,0.5,259.1
3.65,0.5,259.05
3.65,0.5,259
3.65,0.5,258.95
3.65,0.5,258.9
3.65,0.5,258.85
3.65,0.5,258.8
3.65,0.5,258.75
3.65,0.5,258.7
3.65,0.5,258.65
3.65,0.5,258.6
3.65,0.5,258.55
3.65,0.5,258.5
3.65,0.5,258.45
3.65,0.5,258.4
3.65,0.5,258.35
3.65,0.5,258.3
3.65,0.5,258.25
3.65,0.5,258.2
3.65,0.5,258.15
3.65,0.5,258.1
3.65,0.5,258.05
3.55,0.5,258.01
3.55,0.5,257.96
3.55,0.5,257.91
3.55,0.5,257.86
3.55,0.5,257.81
3.55,0.5,257.76
3.55,0.5,257.71
3.55,0.5,257.66
3.55,0.5,257.61
3.55,0.5,257.56
3.55,0.5,257.51
3.55,0.5,257.33
3.55,0.5,256.78
3.55,0.5,255.73
3.55,0.5,254.18
3.55,0.5,252.13
3.55,0.5,249.58
3.55,0.5,246.53
3.55,0.5,242.98
3.65,0.5,258
3.65,0.5,257.95
3.65,0.5,257.9
3.65,0.5,257.85
3.65,0.5,257.8
3.65,0.5,257.75
3.65,0.5,257.7
3.65,0.5,257.65
3.65,0.5,257.6
3.65,0.5,257.55
3.65,0.5,257.37
3.65,0.5,256.82
3.65,0.5,255.77
3.65,0.5,254.22
3.65,0.5,252.17
3.65,0.5,249.62
3.65,0.5,246.57
3.65,0.5,243.02
3.75,0.5,260.04
3.75,0.5,259.99
3.75,0.5,259.94
3.75,0.5,259.89
3.75,0.5,259.84
3.75,0.5,259.79
3.75,0.5,259.74
3.75,0.5,259.69
3.75,0.5,259.64
3.75,0.5,259.59
3.75,0.5,259.54
3.75,0.5,259.49
3.75,0.5,259.44
3.75,0.5,259.39
3.75,0.5,259.34
3.75,0.5,259.29
3.75,0.5,259.24
3.75,0.5,259.19
3.75,0.5,259.14
3.75,0.5,259.09
3.75,0.5,259.04
3.75,0.5,258.99
3.75,0.5,258.94
3.75,0.5,258.89
3.75,0.5,258.84
3.75,0.5,258.79
3.75,0.5,258.74
3.75,0.5,258.69
3.75,0.5,258.64
3.75,0.5,258.59
3.75,0.5,258.54
3.75,0.5,258.49
3.75,0.5,258.44
3.75,0.5,258.39
3.75,0.5,258.34
3.75,0.5,258.29
3.75,0.5,258.24
3.75,0.5,258.19
3.75,0.5,258.14
3.75,0.5,258.09
3.75,0.5,258.04
3.85,0.5,260.08
3.85,0.5,260.03
3.85,0.5,259.98
3.85,0.5,259.93
3.85,0.5,259.88
3.85,0.5,259.83
3.85,0.5,259.78
3.85,0.5,259.73
3.85,0.5,259.68
3.85,0.5,259.63
3.85,0.5,259.58
3.85,0.5,259.53
3.85,0.5,259.48
3.85,0.5,259.43
3.85,0.5,259.38
3.85,0.5,259.33
3.85,0.5,259.28
3.85,0.5,259.23
3.85,0.5,259.18
3.85,0.5,259.13
3.85,0.5,259.08
3.85,0.5,259.03
3.85,0.5,258.98
3.85,0.5,258.93
3.85,0.5,258.88
3.85,0.5,258.83
3.85,0.5,258.78
3.85,0.5,258.73
3.85,0.5,258.68
3.85,0.5,258.63
3.85,0.5,258.58
3.85,0.5,258.53
3.85,0.5,258.48
3.85,0.5,258.43
3.85,0.5,258.38
3.85,0.5,258.33
3.85,0.5,258.28
3.85,0.5,258.23
3.85,0.5,258.18
3.85,0.5,258.13
3.85,0.5,258.08
3.85,0.5,258.03
3.75,0.5,257.99
3.75,0.5,257.94
3.75,0.5,257.89
3.75,0.5,257.84
3.75,0.5,257.79
3.75,0.5,257.74
3.75,0.5,257.69
3.75,0.5,257.64
3.75,0.5,257.59
3.75,0.5,257.41
3.75,0.5,256.86
3.75,0.5,255.81
3.75,0.5,254.26
3.75,0.5,252.21
3.75,0.5,249.66
3.75,0.5,246.61
3.75,0.5,243.06
3.85,0.5,257.98
3.85,0.5,257.93
3.85,0.5,257.88
3.85,0.5,257.83
3.85,0.5,257.78
3.85,0.5,257.73
3.85,0.5,257.68
3.85,0.5,257.63
3.85,0.5,257.45
3.85,0.5,256.9
3.85,0.5,255.85
3.85,0.5,254.3
3.85,0.5,252.25
3.85,0.5,249.7
3.85,0.5,246.65
3.85,0.5,243.1
3.95,0.5,260.12
3.95,0.5,260.07
3.95,0.5,260.02
3.95,0.5,259.97
3.95,0.5,259.92
3.95,0.5,259.87
3.95,0.5,259.82
3.95,0.5,259.77
3.95,0.5,259.72
3.95,0.5,259.67
3.95,0.5,259.62
3.95,0.5,259.57
3.95,0.5,259.52
3.95,0.5,259.47
3.95,0.5,259.42
3.95,0.5,259.37
3.95,0.5,259.32
3.95,0.5,259.27
3.95,0.5,259.22
3.95,0.5,259.17
3.95,0.5,259.12
3.95,0.5,259.07
3.95,0.5,259.02
3.95,0.5,258.97
3.95,0.5,258.92
3.95,0.5,258.87
3.95,0.5,258.82
3.95,0.5,258.77
3.95,0.5,258.72
3.95,0.5,258.67
3.95,0.5,258.62
3.95,0.5,258.57
3.95,0.5,258.52
3.95,0.5,258.47
3.95,0.5,258.42
3.95,0.5,258.37
3.95,0.5,258.32
3.95,0.5,258.27
3.95,0.5,258.22
3.95,0.5,258.17
3.95,0.5,258.12
3.95,0.5,258.07
4.05,0.5,260.15
4.05,0.5,260.1
4.05,0.5,260.05
4.05,0.5,260
4.05,0.5,259.95
4.05,0.5,259.9
4.05,0.5,259.85
4.05,0.5,259.8
4.05,0.5,259.75
4.05,0.5,259.7
4.05,0.5,259.65
4.05,0.5,259.6
4.05,0.5,259.55
4.05,0.5,259.5
4.05,0.5,259.45
4.05,0.5,259.4
4.05,0.5,259.35
4.05,0.5,259.3
4.05,0.5,259.25
